TF	EntrezID	Complex_Name	PubMedID	Proteins	V2	V2	V2	V2	V2	SYMBOL	GENE_ID_Check
SP1	6667	HCF-1 complex	12670868	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SP1	6667	HCF-1 complex	12670868	SUDS3	746	480	1057	1253	382	SUDS3	ENSG00000111707
SP1	6667	HCF-1 complex	12670868	ASH2L	2463	166	186	367	120	ASH2L	ENSG00000129691
SP1	6667	HINT1-SP1 complex	19112177	SP1	1385	851	1361	1861	415	SP1	ENSG00000185591
SP1	6667	HINT1-SP1 complex	19112177	HINT1	906	247	1944	1045	152	HINT1	ENSG00000169567
ATF7	11016	No complex	No complex	ATF7	173	151	166	219	79	ATF7	ENSG00000170653
NR2C1	7181	No complex	No complex	NR2C1	367	400	235	356	127	NR2C1	ENSG00000120798
PRDM4	11108	No complex	No complex	PRDM4	235	215	372	264	76	PRDM4	ENSG00000110851
TBX3	6926	No complex	No complex	TBX3	671	86	53	120	226	TBX3	ENSG00000135111
ELF1	1997	No complex	No complex	ELF1	360	259	235	463	170	ELF1	ENSG00000120690
ZIC2	7546	No complex	No complex	ZIC2	706	812	379	9	137	ZIC2	ENSG00000043355
TFDP1	7027	E2F-6 complex	12004135	E2F6	168	54	59	138	17	E2F6	ENSG00000169016
TFDP1	7027	E2F-6 complex	12004135	GJB3	42	12	122	768	5	GJB3	ENSG00000188910
TFDP1	7027	E2F-6 complex	12004135	MAX	236	106	226	426	87	MAX	ENSG00000125952
TFDP1	7027	E2F-6 complex	12004135	RING1	74	266	134	128	26	RING1	ENSG00000204227
TFDP1	7027	E2F-6 complex	12004135	TFDP1	1141	147	148	427	98	TFDP1	ENSG00000198176
TFDP1	7027	E2F-6 complex	12004135	MGA	1268	726	809	699	361	MGA	ENSG00000174197
TFDP1	7027	E2F-6 complex	12004135	YAF2	632	379	194	223	121	YAF2	ENSG00000015153
TFDP1	7027	E2F-6 complex	12004135	L3MBTL2	403	250	339	370	117	L3MBTL2	ENSG00000100395
TFDP1	7027	E2F-6 complex	12004135	EHMT2	134	64	121	137	55	EHMT2	ENSG00000204371
TFDP1	7027	E2F-6 complex	12004135	RNF2	318	71	156	287	29	RNF2	ENSG00000121481
TFDP1	7027	E2F-6 complex	12004135	PCGF6	234	64	65	100	31	PCGF6	ENSG00000156374
TFDP1	7027	E2F-6 complex	12004135	EHMT1	495	508	276	823	340	EHMT1	ENSG00000181090
TFDP1	7027	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	RBL1	290	90	118	129	76	RBL1	ENSG00000080839
TFDP1	7027	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
TFDP1	7027	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
TFDP1	7027	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	TFDP1	1141	147	148	427	98	TFDP1	ENSG00000198176
TFDP1	7027	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	E2F5	125	66	125	209	52	E2F5	ENSG00000133740
TFDP1	7027	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	E2F4	423	326	201	509	114	E2F4	ENSG00000205250
TFDP1	7027	SMAD3-E2F4/5-p107-DP1 complex	12150994	RBL1	290	90	118	129	76	RBL1	ENSG00000080839
TFDP1	7027	SMAD3-E2F4/5-p107-DP1 complex	12150994	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
TFDP1	7027	SMAD3-E2F4/5-p107-DP1 complex	12150994	TFDP1	1141	147	148	427	98	TFDP1	ENSG00000198176
TFDP1	7027	SMAD3-E2F4/5-p107-DP1 complex	12150994	E2F5	125	66	125	209	52	E2F5	ENSG00000133740
TFDP1	7027	SMAD3-E2F4/5-p107-DP1 complex	12150994	E2F4	423	326	201	509	114	E2F4	ENSG00000205250
TFDP1	7027	GABP(gamma)1-E2F1-DP1 complex	11884602	E2F1	392	140	82	208	27	E2F1	ENSG00000101412
TFDP1	7027	GABP(gamma)1-E2F1-DP1 complex	11884602	TFDP1	1141	147	148	427	98	TFDP1	ENSG00000198176
TFDP1	7027	GABP(gamma)1-E2F1-DP1 complex	11884602	GABPB2	389	329	477	354	280	GABPB2	ENSG00000143458
MAX	4149	E2F-6 complex	12004135	E2F6	168	54	59	138	17	E2F6	ENSG00000169016
MAX	4149	E2F-6 complex	12004135	GJB3	42	12	122	768	5	GJB3	ENSG00000188910
MAX	4149	E2F-6 complex	12004135	MAX	236	106	226	426	87	MAX	ENSG00000125952
MAX	4149	E2F-6 complex	12004135	RING1	74	266	134	128	26	RING1	ENSG00000204227
MAX	4149	E2F-6 complex	12004135	TFDP1	1141	147	148	427	98	TFDP1	ENSG00000198176
MAX	4149	E2F-6 complex	12004135	MGA	1268	726	809	699	361	MGA	ENSG00000174197
MAX	4149	E2F-6 complex	12004135	YAF2	632	379	194	223	121	YAF2	ENSG00000015153
MAX	4149	E2F-6 complex	12004135	L3MBTL2	403	250	339	370	117	L3MBTL2	ENSG00000100395
MAX	4149	E2F-6 complex	12004135	EHMT2	134	64	121	137	55	EHMT2	ENSG00000204371
MAX	4149	E2F-6 complex	12004135	RNF2	318	71	156	287	29	RNF2	ENSG00000121481
MAX	4149	E2F-6 complex	12004135	PCGF6	234	64	65	100	31	PCGF6	ENSG00000156374
MAX	4149	E2F-6 complex	12004135	EHMT1	495	508	276	823	340	EHMT1	ENSG00000181090
MAX	4149	MYC-MAX-KAT2A-TRRAP complex	10611234	MYC	115	195	87	712	88	MYC	ENSG00000136997
MAX	4149	MYC-MAX-KAT2A-TRRAP complex	10611234	MAX	236	106	226	426	87	MAX	ENSG00000125952
MAX	4149	MYC-MAX-KAT2A-TRRAP complex	10611234	KAT2A	400	1234	586	2108	580	KAT2A	ENSG00000108773
MAX	4149	MYC-MAX-KAT2A-TRRAP complex	10611234	TRRAP	1121	373	407	854	615	TRRAP	ENSG00000196367
MAX	4149	MAD-MAX complex	8224841	MAX	236	106	226	426	87	MAX	ENSG00000125952
MAX	4149	MAD-MAX complex	8224841	MXD1	156	77	181	352	67	MXD1	ENSG00000059728
MAX	4149	MYC-MAX complex	8224841	MYC	115	195	87	712	88	MYC	ENSG00000136997
MAX	4149	MYC-MAX complex	8224841	MAX	236	106	226	426	87	MAX	ENSG00000125952
FOS	2353	SMAD3-SMAD4-cJun-cFos complex	9732876	FOS	2007	4353	277	5926	523	FOS	ENSG00000170345
FOS	2353	SMAD3-SMAD4-cJun-cFos complex	9732876	JUN	1761	3209	904	1486	222	JUN	ENSG00000177606
FOS	2353	SMAD3-SMAD4-cJun-cFos complex	9732876	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
FOS	2353	SMAD3-SMAD4-cJun-cFos complex	9732876	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
FOS	2353	NFAT-JUN-FOS DNA-protein complex	9510247	FOS	2007	4353	277	5926	523	FOS	ENSG00000170345
FOS	2353	NFAT-JUN-FOS DNA-protein complex	9510247	JUN	1761	3209	904	1486	222	JUN	ENSG00000177606
FOS	2353	NFAT-JUN-FOS DNA-protein complex	9510247	NFATC2	266	20	56	67	54	NFATC2	ENSG00000101096
FOS	2353	ERG-JUN-FOS DNA-protein complex	11278640	FOS	2007	4353	277	5926	523	FOS	ENSG00000170345
FOS	2353	ERG-JUN-FOS DNA-protein complex	11278640	JUN	1761	3209	904	1486	222	JUN	ENSG00000177606
FOS	2353	ERG-JUN-FOS DNA-protein complex	11278640	ERG	19	24	26	62	29	ERG	ENSG00000157554
FOS	2353	ETS2-FOS-JUN complex	9334186	FOS	2007	4353	277	5926	523	FOS	ENSG00000170345
FOS	2353	ETS2-FOS-JUN complex	9334186	JUN	1761	3209	904	1486	222	JUN	ENSG00000177606
FOS	2353	ETS2-FOS-JUN complex	9334186	ETS2	554	690	1125	1484	185	ETS2	ENSG00000157557
YY1	7528	Ku antigen-YY1-alphaMyHC promoter complex	15367688	XRCC6	3365	558	2168	2001	312	XRCC6	ENSG00000196419
YY1	7528	Ku antigen-YY1-alphaMyHC promoter complex	15367688	XRCC5	1845	666	1497	4171	409	XRCC5	ENSG00000079246
YY1	7528	Ku antigen-YY1-alphaMyHC promoter complex	15367688	YY1	1112	2031	1647	1314	322	YY1	ENSG00000100811
YY1	7528	YY1-Notch1-RBP-Jkappa complex	12913000	YY1	1112	2031	1647	1314	322	YY1	ENSG00000100811
YY1	7528	YY1-Notch1-RBP-Jkappa complex	12913000	NOTCH1	189	202	154	284	188	NOTCH1	ENSG00000148400
YY1	7528	YY1-Notch1-RBP-Jkappa complex	12913000	RBPJ	574	474	644	1086	270	RBPJ	ENSG00000168214
YY1	7528	YY1-Notch1 complex	12913000	YY1	1112	2031	1647	1314	322	YY1	ENSG00000100811
YY1	7528	YY1-Notch1 complex	12913000	NOTCH1	189	202	154	284	188	NOTCH1	ENSG00000148400
YY1	7528	hs4 enhancer complex (faster migrating complex)	14707079	POU2F2	53	129	175	130	251	POU2F2	ENSG00000028277
YY1	7528	hs4 enhancer complex (faster migrating complex)	14707079	POU2F1	1045	378	768	684	199	POU2F1	ENSG00000143190
YY1	7528	hs4 enhancer complex (faster migrating complex)	14707079	NFKB1	258	109	166	419	81	NFKB1	ENSG00000109320
YY1	7528	hs4 enhancer complex (faster migrating complex)	14707079	YY1	1112	2031	1647	1314	322	YY1	ENSG00000100811
YY1	7528	hs4 enhancer complex (faster migrating complex)	14707079	RELA	344	309	263	493	116	RELA	ENSG00000173039
YY1	7528	hs4 enhancer complex (slow migrating complex)	14707079	YY1	1112	2031	1647	1314	322	YY1	ENSG00000100811
YY1	7528	hs4 enhancer complex (slow migrating complex)	14707079	RELB	123	90	87	216	52	RELB	ENSG00000104856
YY1	7528	YY1-MDM2-p53 complex	15210108	TP53	630	334	825	1156	128	TP53	ENSG00000141510
YY1	7528	YY1-MDM2-p53 complex	15210108	YY1	1112	2031	1647	1314	322	YY1	ENSG00000100811
YY1	7528	YY1-MDM2-p53 complex	15210108	MDM2	2395	3443	5342	2862	1084	MDM2	ENSG00000135679
YY1	7528	EED-EZH-YY1 polycomb complex	11158321	EED	192	104	101	166	54	EED	ENSG00000074266
YY1	7528	EED-EZH-YY1 polycomb complex	11158321	YY1	1112	2031	1647	1314	322	YY1	ENSG00000100811
YY1	7528	EED-EZH-YY1 polycomb complex	11158321	EZH2	243	232	78	251	159	EZH2	ENSG00000106462
RCOR1	23186	CoREST-HDAC complex	11171972	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	CoREST-HDAC complex	11171972	ZNF217	945	330	1158	1840	253	ZNF217	ENSG00000171940
RCOR1	23186	CoREST-HDAC complex	11171972	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	CoREST-HDAC complex	11171972	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
RCOR1	23186	CoREST-HDAC complex	11171972	PHF21A	382	344	257	349	179	PHF21A	ENSG00000135365
RCOR1	23186	CoREST-HDAC complex	11171972	HMG20B	423	395	1168	1057	137	HMG20B	ENSG00000064961
RCOR1	23186	CoREST-HDAC complex	11171972	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	LSD1-CoREST complex	16885027	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	LSD1-CoREST complex	16885027	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	Anti-HDAC2 complex	12493763	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	Anti-HDAC2 complex	12493763	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
RCOR1	23186	Anti-HDAC2 complex	12493763	GTF2I	107	67	76	176	150	GTF2I	ENSG00000263001
RCOR1	23186	Anti-HDAC2 complex	12493763	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
RCOR1	23186	Anti-HDAC2 complex	12493763	CHD3	1161	811	1373	3452	1346	CHD3	ENSG00000170004
RCOR1	23186	Anti-HDAC2 complex	12493763	MTA1	471	241	238	323	139	MTA1	ENSG00000182979
RCOR1	23186	Anti-HDAC2 complex	12493763	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	Anti-HDAC2 complex	12493763	ZMYM3	973	405	409	421	174	ZMYM3	ENSG00000147130
RCOR1	23186	Anti-HDAC2 complex	12493763	GSE1	1286	915	858	1337	566	GSE1	ENSG00000131149
RCOR1	23186	Anti-HDAC2 complex	12493763	CHD4	530	413	606	551	182	CHD4	ENSG00000111642
RCOR1	23186	Anti-HDAC2 complex	12493763	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
RCOR1	23186	Anti-HDAC2 complex	12493763	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
RCOR1	23186	Anti-HDAC2 complex	12493763	PHF21A	382	344	257	349	179	PHF21A	ENSG00000135365
RCOR1	23186	Anti-HDAC2 complex	12493763	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
RCOR1	23186	Anti-HDAC2 complex	12493763	HMG20B	423	395	1168	1057	137	HMG20B	ENSG00000064961
RCOR1	23186	Anti-HDAC2 complex	12493763	ZMYM2	635	958	592	1131	475	ZMYM2	ENSG00000121741
RCOR1	23186	Anti-HDAC2 complex	12493763	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	anti-BHC110 complex	12493763	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	anti-BHC110 complex	12493763	ZNF217	945	330	1158	1840	253	ZNF217	ENSG00000171940
RCOR1	23186	anti-BHC110 complex	12493763	GTF2I	107	67	76	176	150	GTF2I	ENSG00000263001
RCOR1	23186	anti-BHC110 complex	12493763	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	anti-BHC110 complex	12493763	ZMYM3	973	405	409	421	174	ZMYM3	ENSG00000147130
RCOR1	23186	anti-BHC110 complex	12493763	GSE1	1286	915	858	1337	566	GSE1	ENSG00000131149
RCOR1	23186	anti-BHC110 complex	12493763	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
RCOR1	23186	anti-BHC110 complex	12493763	PHF21A	382	344	257	349	179	PHF21A	ENSG00000135365
RCOR1	23186	anti-BHC110 complex	12493763	HMG20B	423	395	1168	1057	137	HMG20B	ENSG00000064961
RCOR1	23186	anti-BHC110 complex	12493763	ZMYM2	635	958	592	1131	475	ZMYM2	ENSG00000121741
RCOR1	23186	anti-BHC110 complex	12493763	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	BHC complex	12032298	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	BHC complex	12032298	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	BHC complex	12032298	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
RCOR1	23186	BHC complex	12032298	PHF21A	382	344	257	349	179	PHF21A	ENSG00000135365
RCOR1	23186	BHC complex	12032298	HMG20B	423	395	1168	1057	137	HMG20B	ENSG00000064961
RCOR1	23186	BHC complex	12032298	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	CtBP complex	12700765	CBX4	218	200	99	203	60	CBX4	ENSG00000141582
RCOR1	23186	CtBP complex	12700765	ZEB2	168	123	138	211	369	ZEB2	ENSG00000169554
RCOR1	23186	CtBP complex	12700765	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	CtBP complex	12700765	ZNF217	945	330	1158	1840	253	ZNF217	ENSG00000171940
RCOR1	23186	CtBP complex	12700765	ZEB1	63	153	81	181	235	ZEB1	ENSG00000148516
RCOR1	23186	CtBP complex	12700765	CTBP2	778	759	1546	1733	207	CTBP2	ENSG00000175029
RCOR1	23186	CtBP complex	12700765	CTBP1	520	543	539	1183	251	CTBP1	ENSG00000159692
RCOR1	23186	CtBP complex	12700765	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	CtBP complex	12700765	ZNF516	637	167	182	268	176	ZNF516	ENSG00000101493
RCOR1	23186	CtBP complex	12700765	RREB1	1074	1048	1083	1634	470	RREB1	ENSG00000124782
RCOR1	23186	CtBP complex	12700765	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
RCOR1	23186	CtBP complex	12700765	LCOR	1133	899	1106	1180	334	LCOR	ENSG00000196233
RCOR1	23186	CtBP complex	12700765	EHMT2	134	64	121	137	55	EHMT2	ENSG00000204371
RCOR1	23186	CtBP complex	12700765	EHMT1	495	508	276	823	340	EHMT1	ENSG00000181090
RCOR1	23186	CtBP complex	12700765	RCOR3	998	332	285	486	227	RCOR3	ENSG00000117625
RCOR1	23186	CtBP complex	12700765	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	CtBP complex	12700765	CDYL	217	257	415	284	95	CDYL	ENSG00000153046
RCOR1	23186	CtBP core complex	12700765	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	CtBP core complex	12700765	ZEB1	63	153	81	181	235	ZEB1	ENSG00000148516
RCOR1	23186	CtBP core complex	12700765	CTBP2	778	759	1546	1733	207	CTBP2	ENSG00000175029
RCOR1	23186	CtBP core complex	12700765	CTBP1	520	543	539	1183	251	CTBP1	ENSG00000159692
RCOR1	23186	CtBP core complex	12700765	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	CtBP core complex	12700765	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
RCOR1	23186	CtBP core complex	12700765	EHMT2	134	64	121	137	55	EHMT2	ENSG00000204371
RCOR1	23186	CtBP core complex	12700765	EHMT1	495	508	276	823	340	EHMT1	ENSG00000181090
RCOR1	23186	CtBP core complex	12700765	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	HDAC1-associated protein complex	11102443	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	HDAC1-associated protein complex	11102443	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
RCOR1	23186	HDAC1-associated protein complex	11102443	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
RCOR1	23186	HDAC1-associated protein complex	11102443	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
RCOR1	23186	HDAC1-associated protein complex	11102443	CHD3	1161	811	1373	3452	1346	CHD3	ENSG00000170004
RCOR1	23186	HDAC1-associated protein complex	11102443	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	HDAC1-associated protein complex	11102443	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
RCOR1	23186	HDAC1-associated protein complex	11102443	MBD2	285	415	858	698	131	MBD2	ENSG00000134046
RCOR1	23186	HDAC1-associated protein complex	11102443	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	HDAC1-associated core complex cI	11102443	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	HDAC1-associated core complex cI	11102443	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	HDAC1-associated core complex cI	11102443	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	HDAC1-associated core complex cII	11102443	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
RCOR1	23186	HDAC1-associated core complex cII	11102443	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
RCOR1	23186	HDAC1-associated core complex cII	11102443	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
RCOR1	23186	HDAC1-associated core complex cII	11102443	CHD3	1161	811	1373	3452	1346	CHD3	ENSG00000170004
RCOR1	23186	HDAC1-associated core complex cII	11102443	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	HDAC1-associated core complex cII	11102443	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
RCOR1	23186	HDAC1-associated core complex cII	11102443	GATAD2A	2083	306	815	1096	245	GATAD2A	ENSG00000167491
RCOR1	23186	HDAC1-associated core complex cII	11102443	MBD2	285	415	858	698	131	MBD2	ENSG00000134046
RCOR1	23186	HDAC1-associated core complex cII	11102443	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	BRAF53-BRCA2 complex	11207365	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
RCOR1	23186	BRAF53-BRCA2 complex	11207365	BRCA2	465	140	87	194	64	BRCA2	ENSG00000139618
RCOR1	23186	BRAF53-BRCA2 complex	11207365	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
RCOR1	23186	BRAF53-BRCA2 complex	11207365	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
RCOR1	23186	BRAF53-BRCA2 complex	11207365	PHF21A	382	344	257	349	179	PHF21A	ENSG00000135365
RCOR1	23186	BRAF53-BRCA2 complex	11207365	HMG20B	423	395	1168	1057	137	HMG20B	ENSG00000064961
RCOR1	23186	BRAF53-BRCA2 complex	11207365	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	REST-CoREST-mSIN3A complex	10734093	REST	901	991	2066	1331	265	REST	ENSG00000084093
RCOR1	23186	REST-CoREST-mSIN3A complex	10734093	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
RCOR1	23186	REST-CoREST-mSIN3A complex	10734093	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
RCOR1	23186	CoREST-HDAC2 complex	11516394	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
RCOR1	23186	CoREST-HDAC2 complex	11516394	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
KLF13	51621	No complex	No complex	KLF13	133	8	73	14	2	KLF13	ENSG00000169926
MEIS2	4212	No complex	No complex	MEIS2	96	218	34	253	115	MEIS2	ENSG00000134138
MGA	23269	E2F-6 complex	12004135	E2F6	168	54	59	138	17	E2F6	ENSG00000169016
MGA	23269	E2F-6 complex	12004135	GJB3	42	12	122	768	5	GJB3	ENSG00000188910
MGA	23269	E2F-6 complex	12004135	MAX	236	106	226	426	87	MAX	ENSG00000125952
MGA	23269	E2F-6 complex	12004135	RING1	74	266	134	128	26	RING1	ENSG00000204227
MGA	23269	E2F-6 complex	12004135	TFDP1	1141	147	148	427	98	TFDP1	ENSG00000198176
MGA	23269	E2F-6 complex	12004135	MGA	1268	726	809	699	361	MGA	ENSG00000174197
MGA	23269	E2F-6 complex	12004135	YAF2	632	379	194	223	121	YAF2	ENSG00000015153
MGA	23269	E2F-6 complex	12004135	L3MBTL2	403	250	339	370	117	L3MBTL2	ENSG00000100395
MGA	23269	E2F-6 complex	12004135	EHMT2	134	64	121	137	55	EHMT2	ENSG00000204371
MGA	23269	E2F-6 complex	12004135	RNF2	318	71	156	287	29	RNF2	ENSG00000121481
MGA	23269	E2F-6 complex	12004135	PCGF6	234	64	65	100	31	PCGF6	ENSG00000156374
MGA	23269	E2F-6 complex	12004135	EHMT1	495	508	276	823	340	EHMT1	ENSG00000181090
SIN3A	25942	DNMT3B complex	15148359	SMARCA5	1104	447	883	823	261	SMARCA5	ENSG00000153147
SIN3A	25942	DNMT3B complex	15148359	KIF4A	780	128	94	163	26	KIF4A	ENSG00000090889
SIN3A	25942	DNMT3B complex	15148359	SMC2	585	231	477	488	72	SMC2	ENSG00000136824
SIN3A	25942	DNMT3B complex	15148359	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	DNMT3B complex	15148359	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	DNMT3B complex	15148359	SMC4	2727	774	5053	2754	543	SMC4	ENSG00000113810
SIN3A	25942	DNMT3B complex	15148359	DNMT3B	3416	938	485	442	50	DNMT3B	ENSG00000088305
SIN3A	25942	SIN3 complex	9150135	SAP18	776	161	779	1393	128	SAP18	ENSG00000150459
SIN3A	25942	SIN3 complex	9150135	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	SIN3 complex	9150135	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	SIN3 complex	9150135	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SIN3 complex	9150135	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	SIN3 complex	9150135	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	SIN3 complex	9150135	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SAP complex (Sin3-associated protein complex)	9885572	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	SAP complex (Sin3-associated protein complex)	9885572	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	SAP complex (Sin3-associated protein complex)	9885572	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SAP complex (Sin3-associated protein complex)	9885572	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	SAP complex (Sin3-associated protein complex)	9885572	ARID4B	1273	1311	1734	1900	847	ARID4B	ENSG00000054267
SIN3A	25942	SAP complex (Sin3-associated protein complex)	9885572	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	SAP complex (Sin3-associated protein complex)	9885572	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SAP complex (Sin3-associated protein complex)	9885572	SAP130	282	175	184	285	92	SAP130	ENSG00000136715
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	ARID4B	1273	1311	1734	1900	847	ARID4B	ENSG00000054267
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	SAP130	282	175	184	285	92	SAP130	ENSG00000136715
SIN3A	25942	SAP complex (Sin3-associated protein complex)	12724404	SUDS3	746	480	1057	1253	382	SUDS3	ENSG00000111707
SIN3A	25942	SIN3-HDAC-SAP30-ARID4 complex	11283269	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	SIN3-HDAC-SAP30-ARID4 complex	11283269	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	SIN3-HDAC-SAP30-ARID4 complex	11283269	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SIN3-HDAC-SAP30-ARID4 complex	11283269	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	SIN3-HDAC-SAP30-ARID4 complex	11283269	ARID4B	1273	1311	1734	1900	847	ARID4B	ENSG00000054267
SIN3A	25942	SIN3-HDAC-SAP30-ARID4 complex	11283269	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	SIN3-HDAC-SAP30-ARID4 complex	11283269	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
